Customer_ID,RFM_Segment,Cluster_Name,Monetary,Predicted_CLV,CLV_6_Month,Churn_Probability,Customer_Value_Score
CUS002317,Champions,Loyal High-Value,30126784.88,20069760.236706074,10034880.118353037,0.0366109612524968,62.05442159417348
CUS001242,Big Spenders,Dormant Veterans,20018000.0,20010009.471225757,10005004.735612879,0.9997148428115391,27.151918924076995
CUS001944,Champions,Loyal High-Value,10181264.68,19205385.653518524,9602692.826759262,0.06794969030269979,60.97847547272141
CUS001787,Champions,Mid-Tier Customers,19100000.0,19101614.848787338,9550807.424393669,0.9486639838624507,32.54074535263164
CUS001888,Champions,Loyal High-Value,18625244.94,18610567.21689222,9305283.60844611,0.005537138582386333,62.75741223926275
CUS001331,Champions,Loyal High-Value,18390982.93,18403550.488575973,9201775.244287986,0.007589514084572336,62.66332080096737
CUS000147,Champions,Loyal High-Value,17301323.75,17305990.57424122,8652995.28712061,0.020770511092153846,62.09547565244226
CUS001233,Champions,Loyal High-Value,17038639.5,17048168.709471922,8524084.354735961,0.8857738375679176,36.104874726821556
CUS001554,Champions,Mid-Tier Customers,20387351.62,17019849.80948905,8509924.904744525,0.9997726531603455,30.680461654626214
CUS001836,Champions,Dormant Veterans,16848292.42,16824454.15664647,8412227.078323236,0.8714115688703591,36.500599560091864
CUS001887,Champions,Loyal High-Value,14260947.55,16342734.122298338,8171367.061149169,0.007020584812092303,62.356655878554896
CUS001585,Champions,Loyal High-Value,16098344.24,16092884.389316095,8046442.1946580475,0.009154945474174983,62.25337626626831
CUS001638,Champions,Dormant Veterans,15926000.0,15907746.4089068,7953873.2044534,0.9996589802105457,28.50917197451281
CUS002004,Champions,Loyal High-Value,18626328.76,15697994.144841215,7848997.072420607,0.8864794447492351,35.87160814092966
CUS000644,Big Spenders,Lost Low-Value,14872800.0,14938696.427085545,7469348.213542772,0.999608062831932,22.35847183034161
CUS001245,Champions,Dormant Veterans,14951145.0,14928571.46444141,7464285.732220705,0.3220424717181662,52.68384903751156
CUS000559,Champions,Loyal High-Value,17727717.98,13916064.032586966,6958032.016293483,0.9989982094838296,30.216122525950265
CUS001840,Champions,Loyal High-Value,13755920.92,13731111.820585394,6865555.910292697,0.006835731045384094,61.951942811722475
CUS003037,Champions,Loyal High-Value,17430194.61,13669211.691038806,6834605.845519403,0.0046270852266131375,62.0084783202378
CUS002585,Champions,Loyal High-Value,13444532.0,13448582.831692155,6724291.415846078,0.006835731045384094,61.90756044834549
CUS001023,Loyal Customers,Mid-Tier Customers,13273999.57,13271789.663380295,6635894.8316901475,0.9997466613629352,26.09246017227588
CUS001285,Champions,Loyal High-Value,11770110.0,12885481.655525038,6442740.827762519,0.01861469674108819,61.46573414388689
CUS002705,Champions,Mid-Tier Customers,11584187.49,12631282.269772539,6315641.134886269,0.007920822032005746,59.74661830755957
CUS002608,Champions,Loyal High-Value,12516235.0,12540965.594327442,6270482.797163721,0.01596272926584408,61.49117328091714
CUS001016,Big Spenders,Lost Low-Value,6570000.0,12358453.99237415,6179226.996187075,0.9994795422985291,19.956998216990282
CUS000001,Big Spenders,Mid-Tier Customers,8700000.0,12108118.738922618,6054059.369461309,0.9996080653230337,21.913817463618987
CUS001687,Champions,Dormant Veterans,11270500.0,11886436.25774337,5943218.128871685,0.07603536204891001,59.58617455149051
CUS000368,Champions,Dormant Veterans,11797520.0,11835853.637841448,5917926.818920724,0.9996697514766838,27.86919686557336
CUS001935,Big Spenders,Lost Low-Value,5360000.0,11545303.283692649,5772651.641846324,0.9994795422985291,19.829260704551874
CUS001354,Champions,Mid-Tier Customers,11393700.0,11438114.710972434,5719057.355486217,0.9996800021886517,27.806408698774625
CUS001828,Champions,Dormant Veterans,11266550.0,11390662.92339863,5695331.461699315,0.9998170414117827,27.7948433401674
CUS000802,Champions,Dormant Veterans,11272449.97,11217409.770137163,5608704.885068581,0.999301996553671,29.78307841888491
CUS000509,Champions,Loyal High-Value,11166049.98,11019096.042877536,5509548.021438768,0.08147851598396091,59.286629813624906
CUS001207,Champions,Dormant Veterans,10804554.45,10904642.381455902,5452321.190727951,0.09497784451063436,58.86367047893674
CUS001864,Champions,Loyal High-Value,10904553.44,10903257.24190328,5451628.62095164,0.006115349775055134,61.529327729998
CUS002839,Big Spenders,Mid-Tier Customers,10819999.0,10832495.244473297,5416247.622236649,0.9996080653230337,21.713430290307468
CUS002813,Champions,Dormant Veterans,10784849.6,10736091.215033468,5368045.607516734,0.9995425351264262,29.700252126627678
CUS000828,Champions,Loyal High-Value,10629979.97,10635037.752313508,5317518.876156754,0.012889811951397809,61.283959374727075
CUS000489,Big Spenders,Mid-Tier Customers,6957000.0,10395391.08228196,5197695.54114098,0.00789307096634698,53.39621560684275
CUS002788,Champions,Dormant Veterans,10209600.98,10168773.284856286,5084386.642428143,0.9997643831620973,29.604476943806297
CUS000047,Loyal Customers,Loyal High-Value,13461705.6,9944261.47607213,4972130.738036065,0.9994838182148162,23.57762542395562
CUS000510,Champions,Loyal High-Value,15838292.2,9600534.118620314,4800267.059310157,0.011273876438732264,61.1699276871601
CUS000831,Champions,Dormant Veterans,9427935.0,9461376.467531592,4730688.233765796,0.9997802840222083,29.4928752411292
CUS001220,Champions,Loyal High-Value,9199460.97,9187495.934776084,4593747.967388042,0.007364096592145025,61.22233708309359
CUS000513,Big Spenders,Mid-Tier Customers,9120000.0,9106103.210765835,4553051.605382917,0.005253609173214435,57.272865755917316
CUS001317,Loyal Customers,Dormant Veterans,9113590.0,9042298.707689863,4521149.353844931,0.9996980043427799,27.429510877523263
CUS002210,Champions,Dormant Veterans,8948769.95,8861235.231425565,4430617.615712782,0.06559941377686723,59.424025407026875
CUS000799,Champions,Dormant Veterans,7236013.99,8320436.08920395,4160218.044601975,0.08185076209225006,58.8515310413741
CUS002986,Loyal Customers,Lost Low-Value,8358960.0,8292917.571359741,4146458.7856798703,0.9996882749910904,25.312082781689384
CUS002822,Champions,Loyal High-Value,8168324.59,8188113.919636491,4094056.9598182454,0.03357855263745354,60.27891088948945
CUS002255,Champions,Dormant Veterans,8129155.0,8160406.624198412,4080203.312099206,0.07609251845204301,58.9991393873372
CUS002904,Champions,Dormant Veterans,8176199.99,8130936.005762982,4065468.002881491,0.8203213904233823,36.66764370079359
CUS001169,Champions,Dormant Veterans,8026799.93,8060491.309329265,4030245.6546646324,0.017162526954775943,60.751343476284404
CUS001425,Champions,Dormant Veterans,8033649.98,8012134.840127438,4006067.420063719,0.02111411466012626,60.62519954714346
CUS002187,Champions,Dormant Veterans,7962599.99,7941757.358907656,3970878.679453828,0.999540671685806,29.261347266616173
CUS000720,Champions,Dormant Veterans,8027655.0,7914555.664170897,3957277.8320854483,0.8288905805857277,36.37657689651145
CUS002572,Champions,Dormant Veterans,7696505.92,7737865.3504001405,3868932.6752000703,0.9996280357532094,29.226697032321752
CUS000698,Champions,Dormant Veterans,7942113.98,7666316.996533951,3833158.4982669754,0.015986616978302066,60.72470009390666
CUS001114,Big Spenders,Lost Low-Value,7488450.0,7458297.804258886,3729148.902129443,0.9997354867600572,23.179556350570696
CUS000643,Champions,Dormant Veterans,7309200.0,7329205.735330394,3664602.867665197,0.016519916666196736,60.655744433046976
CUS001881,Champions,Dormant Veterans,7829149.99,7328893.864282857,3664446.9321414283,0.019160632887928106,60.576473954699665
CUS001117,Champions,Dormant Veterans,7171829.78,7200214.489675277,3600107.2448376385,0.03471447958788703,60.08964436334355
CUS000085,Champions,Dormant Veterans,7269654.27,7177895.576514186,3588947.788257093,0.009037092850549506,60.85645989651841
CUS000899,Champions,Dormant Veterans,7146400.0,7065137.124226131,3532568.5621130653,0.0588632405659053,59.34396228587963
CUS002810,Loyal Customers,Lost Low-Value,6864300.0,6933153.406421013,3466576.7032105066,0.9995267568399528,23.103323529378656
CUS001578,Champions,Dormant Veterans,6807234.95,6829250.066261915,3414625.0331309573,0.9996720580986429,29.08264235838451
CUS000508,Champions,Dormant Veterans,6797379.0,6815952.913005707,3407976.4565028534,0.9996126893836235,29.082334575465502
CUS002285,Champions,Dormant Veterans,6686350.96,6756679.880381822,3378339.940190911,0.06090758131429971,59.23417664107913
CUS000913,Champions,Dormant Veterans,6583000.0,6670447.380863547,3335223.6904317737,0.03434489284863632,60.01751106694862
CUS001660,Champions,Loyal High-Value,6639293.87,6609558.841907731,3304779.4209538656,0.010416982417664387,60.725783424182374
CUS001041,Champions,Dormant Veterans,6659199.95,6606891.296467809,3303445.6482339045,0.78773271809947,37.40589231010545
CUS001936,Champions,Dormant Veterans,6984870.81,6560653.552728051,3280326.7763640257,0.020111005174496505,60.42728022959099
CUS000905,Champions,Dormant Veterans,6260380.0,6546112.715925192,3273056.357962596,0.019417033929616568,60.445815152827834
CUS001643,Champions,Loyal High-Value,6437699.99,6485033.153033196,3242516.576516598,0.012537455946942801,60.64260752874059
CUS000641,Champions,Mid-Tier Customers,6528928.97,6481564.2550347,3240782.12751735,0.07960035232007981,58.63017570977786
CUS000783,Champions,Dormant Veterans,6490345.0,6470613.75291716,3235306.87645858,0.8254978278682807,36.251531233430384
CUS001992,Loyal Customers,Lost Low-Value,6298800.0,6370562.856117431,3185281.4280587155,0.9996571692715457,25.01103403685157
CUS000387,Champions,Dormant Veterans,6293165.0,6290974.919605937,3145487.4598029684,0.06063262355901012,59.169267971813895
CUS001019,Big Spenders,Lost Low-Value,6215000.0,6259034.677764303,3129517.3388821515,0.9996616268958891,18.993380392172703
CUS001679,Loyal Customers,Lost Low-Value,6375000.0,6243217.55860975,3121608.779304875,0.9997356319493025,22.988675535787817
CUS002841,Big Spenders,Lost Low-Value,6167500.0,6149741.421117267,3074870.7105586333,0.999498640308508,16.981101156782824
CUS001863,Loyal Customers,Dormant Veterans,6039990.0,6050969.111214565,3025484.5556072826,0.9995590793016189,26.963771885201645
CUS001531,Big Spenders,Mid-Tier Customers,6055000.0,6025800.339979978,3012900.169989989,0.9996080653230337,22.958348552574098
CUS002270,Champions,Dormant Veterans,5863423.0,5947864.434403305,2973932.2172016525,0.06537744554101198,58.97302422648526
CUS000591,Champions,Mid-Tier Customers,5996550.0,5843363.788669315,2921681.8943346576,0.9996820144560696,26.927471195311487
CUS001022,Champions,Dormant Veterans,5847979.97,5816576.208479555,2908288.1042397777,0.011030110101296864,60.58282027593251
CUS001715,Champions,Dormant Veterans,5770273.79,5780167.4031616105,2890083.7015808052,0.01698563196157877,60.39843517577934
CUS002571,Champions,Dormant Veterans,5677000.99,5734233.306467724,2867116.653233862,0.9996226838496881,28.912107850662718
CUS003039,Champions,Loyal High-Value,5662750.0,5711029.469592896,2855514.734796448,0.9997105252425967,28.90582752762573
CUS000687,Loyal Customers,Dormant Veterans,5877115.0,5597131.737354253,2798565.8686771267,0.9994782829432233,26.894902648407086
CUS001305,Champions,Dormant Veterans,5579625.0,5593810.346305583,2796905.1731527913,0.9995305145477141,28.8928139443102
CUS002733,Champions,Dormant Veterans,5519887.5,5590093.759180593,2795046.8795902967,0.12305394806198768,57.18652710172974
CUS000717,Loyal Customers,Dormant Veterans,5508150.0,5574984.4986337675,2787492.2493168837,0.9995451445325306,26.889417700050306
CUS000375,Champions,Loyal High-Value,5559249.99,5506048.65034022,2753024.32517011,0.8874390591638608,34.241771156880596
CUS003012,Champions,Dormant Veterans,5540299.92,5455828.917864628,2727914.458932314,0.019116815186448144,60.2835494789565
CUS001899,Champions,Loyal High-Value,5435844.8,5418468.586054877,2709234.2930274387,0.016509812579293605,60.355890637918776
CUS000027,Champions,Dormant Veterans,5508490.0,5418252.874438045,2709126.4372190223,0.0699403635689926,58.7529402221781
CUS001329,Champions,Dormant Veterans,5356884.93,5384437.502437199,2692218.7512185993,0.07191511494175029,58.688385638030326
CUS000423,Champions,Dormant Veterans,5864135.0,5320394.712439058,2660197.356219529,0.14954189599202508,56.34952175081979
CUS001493,Big Spenders,Mid-Tier Customers,5280000.0,5302592.680509145,2651296.3402545727,0.9995931338812083,24.845188100225293
CUS001219,Big Spenders,Lost Low-Value,5300000.0,5284734.383450676,2642367.191725338,0.9995931338812083,18.842382747640244
CUS001952,Big Spenders,Lost Low-Value,5282000.0,5266706.380233165,2633353.1901165824,0.9995441231193785,18.841021058838933
CUS001276,Big Spenders,Mid-Tier Customers,4768000.0,5257351.526535936,2628675.763267968,0.9996080653230337,20.837633242585927
CUS000724,Champions,Dormant Veterans,5345114.97,5251892.282481462,2625946.141240731,0.0593846525214625,59.0434780362161
CUS002224,Loyal Customers,Lost Low-Value,5183910.0,5209035.389581015,2604517.6947905077,0.9997320018822443,24.826325183605352
CUS001271,Champions,Dormant Veterans,5019889.0,5180766.503604343,2590383.2518021716,0.08225709638028099,58.34613160092154
CUS002575,Champions,Dormant Veterans,5134379.93,5120617.974478199,2560308.9872390996,0.30754235187551854,51.57812522821066
CUS000892,Big Spenders,Mid-Tier Customers,5039599.98,5053521.031054241,2526760.5155271203,0.9996080653230337,18.805613593369685
CUS000598,Big Spenders,Mid-Tier Customers,5110499.99,5040409.91999749,2520204.959998745,0.9997354884414832,24.79973128073967
CUS002646,Loyal Customers,Lost Low-Value,5094000.0,5033525.661571391,2516762.8307856955,0.999498640308508,22.80575527938682
CUS003061,Loyal Customers,Mid-Tier Customers,4869950.0,4989440.498729639,2494720.2493648194,0.9996820144560696,24.79332873474968
CUS003032,Champions,Loyal High-Value,4922340.0,4934809.46232593,2467404.731162965,0.00775652162173462,60.54251155260238
CUS001942,Loyal Customers,Dormant Veterans,4955597.94,4914124.559850916,2457062.279925458,0.9994152896581449,24.78949912863556
CUS002680,Champions,Dormant Veterans,5084800.0,4878148.343671462,2439074.171835731,0.9997771240867716,26.77299260668298
CUS000010,Champions,Dormant Veterans,4827200.58,4875143.36775121,2437571.683875605,0.018598397837636758,60.20788234371805
CUS000191,Champions,Dormant Veterans,4828117.49,4850098.082467532,2425049.041233766,0.0305905936762002,59.84418211493359
CUS000440,Champions,Dormant Veterans,4836127.18,4797478.581537621,2398739.2907688105,0.04943487922005295,59.27058757272599
CUS002660,Big Spenders,Lost Low-Value,4800000.0,4778399.629857726,2389199.814928863,0.9995895904451301,16.76294913125311
CUS001073,Champions,Loyal High-Value,4778260.0,4764950.735869016,2382475.367934508,0.00873282448884238,60.486539428682505
CUS002344,Champions,Dormant Veterans,4765627.66,4707091.5118307825,2353545.7559153913,0.03906157151294499,59.56758793610614
CUS001442,Big Spenders,Lost Low-Value,4665000.0,4657433.949807406,2328716.974903703,0.9996434080244132,14.742332154642167
CUS000066,Loyal Customers,Lost Low-Value,4635000.0,4625389.631481436,2312694.815740718,0.9997441821641936,20.734275101581556
CUS000742,Champions,Dormant Veterans,4648800.0,4619042.293548855,2309521.1467744275,0.02347815096411338,60.02125893686271
CUS001588,Champions,Dormant Veterans,4538073.74,4610451.145165076,2305225.572582538,0.017191356839490603,60.20851318061355
CUS002360,Champions,Dormant Veterans,4556975.0,4606555.217290442,2303277.608645221,0.03677421295150603,59.620415487535794
CUS000256,Champions,Dormant Veterans,4016054.27,4598370.175990854,2299185.087995427,0.0185361332394167,60.16627209410648
CUS000478,Big Spenders,Lost Low-Value,4640250.0,4572089.503440972,2286044.751720486,0.9997354884414832,22.726163017936276
CUS001343,Loyal Customers,Mid-Tier Customers,4083250.0,4556947.685873096,2278473.842936548,0.999836153621368,24.720764440607454
CUS002951,Champions,Dormant Veterans,4589799.850000001,4521901.745675385,2260950.8728376925,0.11984711540678895,57.11493023462475
CUS000293,Champions,Dormant Veterans,6201999.98,4514660.719836337,2257330.3599181683,0.9994782829432233,28.724857718742552
CUS000536,Champions,Dormant Veterans,4293342.49,4418169.537076939,2209084.7685384694,0.014063817946747364,60.27213390817947
CUS002803,Big Spenders,Mid-Tier Customers,4400000.0,4401316.404250417,2200658.2021252085,0.003405824127276058,54.589226271016884
CUS001596,Champions,Dormant Veterans,4467266.66,4376482.549404295,2188241.2747021476,0.9995058170619089,28.702325342871355
CUS001059,Loyal Customers,Lost Low-Value,4283950.0,4357579.998861414,2178789.999430707,0.9998369236709205,24.68942275066295
CUS001372,Champions,Dormant Veterans,4305233.77,4332472.683004064,2166236.341502032,0.010102049123606524,60.377524889097344
CUS002040,Champions,Dormant Veterans,4407331.97,4321343.096290444,2160671.548145222,0.9997292408188999,28.686960796011103
CUS001602,Loyal Customers,Dormant Veterans,4263250.0,4315954.929139132,2157977.464569566,0.9994782829432233,26.6936431073061
CUS000418,Loyal Customers,Lost Low-Value,4282800.0,4229518.937430449,2114759.4687152244,0.9996478905630564,22.674976684105687
CUS000464,Big Spenders,Mid-Tier Customers,4200000.0,4200894.561137529,2100447.2805687645,0.004067772694459156,52.537883628592425
CUS001603,Champions,Dormant Veterans,4007551.78,4127950.7049704967,2063975.3524852484,0.9998013030306078,28.654418997959652
CUS001629,Champions,Dormant Veterans,4001050.0,4086072.501487884,2043036.250743942,0.026409848479822803,59.8495840046165
CUS000554,Champions,Dormant Veterans,3994221.81,4027140.369854781,2013570.1849273904,0.032216912384826296,59.666114462997605
CUS000280,Big Spenders,Mid-Tier Customers,4051750.0,4025110.8610058473,2012555.4305029237,0.9996080653230337,24.6440610601359
CUS001478,Champions,Dormant Veterans,4141539.99,4021852.1554132868,2010926.0777066434,0.9995713795281078,28.64464972525419
CUS001260,Big Spenders,Loyal High-Value,4225000.0,4009538.988996614,2004769.494498307,0.005258318352043789,52.47210729025692
CUS000998,Big Spenders,Lost Low-Value,4003500.0,3990891.6306156237,1995445.8153078118,0.9996080653230337,22.638685575221558
CUS002237,Loyal Customers,Dormant Veterans,3903650.0,3980169.4223798867,1990084.7111899434,0.9993961547068052,26.643358546399533
CUS001601,Champions,Mid-Tier Customers,3925130.98,3979542.6521387603,1989771.3260693802,0.9998395200891607,26.629959125847897
CUS001470,Champions,Dormant Veterans,3526698.5,3973235.185577158,1986617.592788579,0.9995983904367078,28.636202178077596
CUS000249,Big Spenders,Lost Low-Value,3948000.0,3946951.3365498674,1973475.6682749337,0.9996333271754345,14.631025156816042
CUS002319,Champions,Dormant Veterans,3920899.8,3940900.8939404474,1970450.4469702237,0.8231683209548217,33.924024881878125
CUS000582,Champions,Dormant Veterans,3957793.37,3936906.0458369614,1968453.0229184807,0.6936544752312562,39.80881270452947
CUS001281,Champions,Dormant Veterans,3940754.89,3858106.180288138,1929053.090144069,0.8913652455458302,33.8651109564239
CUS002443,Champions,Dormant Veterans,3819209.0,3843710.2397727524,1921855.1198863762,0.10141656522522803,57.56130991363098
CUS000311,Champions,Dormant Veterans,3782499.95,3837132.626072848,1918566.313036424,0.13451515914756335,56.5673188213135
CUS000182,Champions,Dormant Veterans,3808049.51,3774099.1502161426,1887049.5751080713,0.998869859671514,28.62677590263859
CUS002807,Loyal Customers,Lost Low-Value,4621500.0,3770158.4821154606,1885079.2410577303,0.9996697514766838,24.602160110542375
CUS000381,Champions,Dormant Veterans,3784544.98,3769075.639490073,1884537.8197450365,0.17100682652764146,55.46187775570825
CUS000770,Champions,Dormant Veterans,3348999.97,3663468.682182229,1831734.3410911146,0.13013572119983433,56.67142116178751
CUS000373,Champions,Dormant Veterans,4370724.98,3624701.1934277546,1812350.5967138773,0.09130874444446979,57.83014049548684
CUS002130,Champions,Dormant Veterans,3575479.51,3612399.8685298534,1806199.9342649267,0.5424336098441922,44.29446212339532
CUS000053,Champions,Dormant Veterans,3086227.0,3520235.3844422186,1760117.6922211093,0.811180278576629,36.2175839802906
CUS000244,Champions,Dormant Veterans,3605450.0,3519088.0127414106,1759544.0063707053,0.9993491770383952,28.572336786286133
CUS002200,Champions,Mid-Tier Customers,3514500.0,3509880.3506022994,1754940.1753011497,0.9992507413058332,26.573843430381338
CUS002245,Champions,Dormant Veterans,3516649.99,3484036.768151694,1742018.384075847,0.9995697297738287,26.560214018538286
CUS001726,Champions,Loyal High-Value,2186945.0,3390659.975131733,1695329.9875658664,0.9987219095942811,28.57098010167847
CUS001567,Champions,Dormant Veterans,3329000.0,3345285.182125178,1672642.591062589,0.9996699165726465,26.53541198464178
CUS000612,Champions,Dormant Veterans,3323968.97,3327460.6825029585,1663730.3412514792,0.007813652994984328,60.28829984861204
CUS000535,Champions,Dormant Veterans,3301699.98,3320433.151108235,1660216.5755541176,0.1824476111357976,55.04817715235346
CUS002744,Champions,Dormant Veterans,3400399.95,3300469.883533485,1650234.9417667424,0.9996669918610896,28.52845970905169
CUS000395,Champions,Dormant Veterans,3305660.0,3279487.365658534,1639743.682829267,0.998828112885075,28.55032994317609
CUS002124,Big Spenders,Mid-Tier Customers,3289000.0,3267793.5558781223,1633896.7779390612,0.9996371081025648,22.524223110853026
CUS001934,Big Spenders,Lost Low-Value,3200000.0,3262801.0489675365,1631400.5244837683,0.9992209071293016,16.535924869181102
CUS003053,Champions,Dormant Veterans,3210250.0,3225168.767621408,1612584.383810704,0.03576803517152905,59.433599388220415
CUS001542,Champions,Dormant Veterans,3217888.79,3183179.7920182697,1591589.8960091348,0.7031495345977387,39.405558374420295
CUS000759,Champions,Dormant Veterans,3233942.08,3174168.4835706833,1587084.2417853416,0.055433700548847865,58.835617813126504
CUS001812,Champions,Dormant Veterans,3176964.0,3146579.92198358,1573289.96099179,0.03229093530294444,59.52556689464115
CUS000296,Loyal Customers,Lost Low-Value,3028250.0,3049644.2586700222,1524822.1293350111,0.99960242737981,20.490994548609265
CUS001388,Champions,Dormant Veterans,3119099.95,3042281.8355978867,1521140.9177989434,0.038826978384378895,59.31310145844131
CUS002631,Champions,Mid-Tier Customers,3779648.61,3039177.492030677,1519588.7460153385,0.9992932322889736,28.49862618124144
CUS001855,Champions,Mid-Tier Customers,2970499.95,3034218.864436504,1517109.432218252,0.07535440394566509,58.21601208275885
CUS002965,Loyal Customers,Lost Low-Value,3106340.0,3028234.6199813536,1514117.3099906768,0.9994867583541597,20.491101387988703
CUS003102,Champions,Dormant Veterans,3004840.84,3015359.6096774344,1507679.8048387172,0.054638187551108504,58.83453598197446
CUS002939,Champions,Dormant Veterans,2925000.0,3013670.825521383,1506835.4127606915,0.07216601842669809,56.30843576529402
CUS000703,Champions,Dormant Veterans,3042732.23,3013261.6944446387,1506630.8472223193,0.9994867583541597,26.488749297236563
CUS002325,Champions,Dormant Veterans,3493534.76,3010379.6964365295,1505189.8482182648,0.6955551914329867,39.60624357298272
CUS002108,Loyal Customers,Dormant Veterans,2978509.94,2977945.6186431404,1488972.8093215702,0.9996742472290171,26.477576843079195
CUS002611,Big Spenders,Mid-Tier Customers,2953750.0,2976744.5839895094,1488372.2919947547,0.9996133855633612,22.479214023006076
CUS001714,Champions,Dormant Veterans,2942549.99,2975456.62225526,1487728.31112763,0.036190053051400946,59.381711672982526
CUS000797,Champions,Dormant Veterans,2940116.5,2959314.9647609997,1479657.4823804998,0.9995997899657582,28.4768838791742
CUS002727,Champions,Dormant Veterans,2881200.99,2946671.0287582334,1473335.5143791167,0.033213358587547454,59.46649058978225
CUS002487,Champions,Dormant Veterans,2896425.0,2944190.3133422295,1472095.1566711147,0.9995893591899083,28.47482087714076
CUS002604,Champions,Dormant Veterans,2934016.74,2941922.226523332,1470961.113261666,0.10217648323895778,57.396850862838015
CUS000097,Champions,Dormant Veterans,2801269.94,2939593.5806753035,1469796.7903376517,0.7413060932683487,38.22259675593189
CUS001587,Champions,Dormant Veterans,2990499.99,2932423.3844648744,1466211.6922324372,0.12321392915425047,56.764235316163074
CUS000151,Champions,Dormant Veterans,2586759.85,2917879.989234539,1458939.9946172696,0.06475505812027868,58.51571683117034
CUS001672,Champions,Dormant Veterans,2892899.98,2901783.4156024563,1450891.7078012282,0.6677840696917465,40.42231787985418
CUS001922,Champions,Dormant Veterans,3974559.99,2879313.5778230946,1439656.7889115473,0.9997395911881725,28.46012245732954
CUS002708,Big Spenders,Mid-Tier Customers,2860000.0,2854915.587368672,1427457.793684336,0.9849942600193301,24.898649722047395
CUS002854,Champions,Dormant Veterans,2719573.57,2819361.0592202577,1409680.5296101288,0.05449252156583586,58.80811662935887
CUS002995,Champions,Dormant Veterans,2799044.39,2815507.456545289,1407753.7282726446,0.3604335566576069,49.629280215736756
CUS001617,Champions,Dormant Veterans,2691999.91,2802646.423860195,1401323.2119300975,0.07987412543949142,58.04404281791287
CUS002815,Big Spenders,Mid-Tier Customers,2799399.59,2753230.5949386396,1376615.2974693198,0.9993909122774922,24.450776500407066
CUS001484,Big Spenders,Lost Low-Value,2037500.0,2749441.0320496415,1374720.5160248207,0.9994698115029604,18.44781422275783
CUS000288,Champions,Dormant Veterans,2758100.0,2726975.101913857,1363487.5509569284,0.0691007024353769,58.355358331003615
CUS000541,Champions,Dormant Veterans,2793760.0,2655256.404690073,1327628.2023450364,0.04952639007128704,58.93132144109559
CUS000531,Big Spenders,Lost Low-Value,2145000.0,2643345.335920754,1321672.667960377,0.9992722761652902,18.437073753351367
CUS000548,Champions,Dormant Veterans,2909499.98,2638103.296268769,1319051.6481343845,0.08958821041792667,57.72677225590611
CUS000396,Champions,Mid-Tier Customers,1885449.0,2630242.5249969633,1315121.2624984817,0.9032224227174506,31.31651104157452
CUS002189,Champions,Dormant Veterans,2196000.0,2616241.903715269,1308120.9518576346,0.05615942975965169,58.72620147843432
CUS000129,Champions,Dormant Veterans,2516099.97,2587984.2189690094,1293992.1094845047,0.07989297189419127,58.00975622625212
CUS002337,Champions,Dormant Veterans,2708180.0,2586201.566561975,1293100.7832809875,0.7974893443449242,36.481585016592206
CUS002879,Champions,Loyal High-Value,2484270.0,2585244.491685708,1292622.245842854,0.9989833008617679,28.436615974585802
CUS002612,Champions,Dormant Veterans,2589599.96,2572026.7253707363,1286013.3626853682,0.9996894849472224,28.41335407851472
CUS002840,Champions,Dormant Veterans,2580279.76,2554745.050911307,1277372.5254556534,0.840557331576635,35.18460390845567
