Customer_ID,RFM_Segment,Monetary,Frequency,Recency,Churn_Probability,Churn_Risk_Level,Predicted_CLV
CUS000282,Champions,1016100.0,23,462,0.9996813549797245,Critical,992189.2217256709
CUS001212,Champions,635750.0,14,444,0.9996800529851575,Critical,609591.8585127451
CUS001354,Champions,11393700.0,4,292,0.9996800021886517,Critical,11438114.710972434
CUS001008,Champions,453000.0,12,365,0.9996768890140636,Critical,469500.62568282406
CUS001229,Loyal Customers,1253385.0,27,719,0.9996748805413873,Critical,948331.4962425766
CUS002108,Loyal Customers,2978509.94,11,595,0.9996742472290171,Critical,2977945.6186431404
CUS001808,Champions,359000.0,7,502,0.9996737264305388,Critical,337226.22600586794
CUS002940,Loyal Customers,333730.0,7,926,0.9996737252464629,Critical,369135.7422755722
CUS000052,Loyal Customers,541760.0,15,829,0.9996735521975346,Critical,483178.0744727362
CUS003079,Champions,227440.0,5,315,0.9996725954898225,Critical,258037.50717677767
CUS001578,Champions,6807234.95,26,295,0.9996720580986429,Critical,6829250.066261915
CUS001194,Loyal Customers,853500.0,5,1048,0.9996705225335315,Critical,1058744.655129392
CUS001567,Champions,3329000.0,5,320,0.9996699165726465,Critical,3345285.182125178
CUS000368,Champions,11797520.0,4,463,0.9996697514766838,Critical,11835853.637841448
CUS002807,Loyal Customers,4621500.0,5,931,0.9996697514766838,Critical,3770158.4821154606
CUS001510,Loyal Customers,747500.0,10,1223,0.9996683549578771,Critical,801928.4790393335
CUS002331,About to Sleep,102500.0,2,326,0.9996681901919757,Critical,114878.79112592527
CUS001683,Champions,1169998.95,7,426,0.9996678990261625,Critical,1163517.584017639
CUS001637,Loyal Customers,344250.0,6,764,0.9996671852786093,Critical,346584.1193717319
CUS002786,Loyal Customers,236250.0,6,714,0.9996671809425705,Critical,262428.03977464524
CUS000104,At Risk,149400.0,6,1658,0.9996671809425705,Critical,129682.88550772681
CUS002658,Loyal Customers,277500.0,5,1708,0.9996671809425705,Critical,312715.6025864932
CUS003066,Loyal Customers,218595.0,6,575,0.9996671809425705,Critical,251440.71802174728
CUS002744,Champions,3400399.95,15,428,0.9996669918610896,Critical,3300469.883533485
CUS002661,Loyal Customers,1895050.0,4,1685,0.9996657740125813,Critical,1981271.8945767994
CUS000946,Champions,615190.0,17,389,0.999665332964684,Critical,600238.0151905316
CUS002379,Champions,1835499.99,13,203,0.9996651334559882,Critical,1619283.837833145
CUS003088,Champions,1751700.0,10,416,0.9996649761525603,Critical,1790902.5596654085
CUS002659,Champions,1090975.0,30,208,0.9996647473582995,Critical,1132550.6428580515
CUS001019,Big Spenders,6215000.0,2,1554,0.9996616268958891,Critical,6259034.677764303
CUS001434,Loyal Customers,573000.0,10,1273,0.9996613726713044,Critical,553584.3359024016
CUS000227,Big Spenders,218300.0,3,342,0.9996603806074759,Critical,261207.33160646388
CUS001638,Champions,15926000.0,4,234,0.9996589802105457,Critical,15907746.4089068
CUS000628,Big Spenders,231000.0,2,292,0.9996586593714957,Critical,259688.3929133341
CUS001992,Loyal Customers,6298800.0,4,1060,0.9996571692715457,Critical,6370562.856117431
CUS000326,Champions,391249.99,18,397,0.9996546626045392,Critical,408701.34900330874
CUS001918,At Risk,210000.0,4,1394,0.9996544927988787,Critical,192205.8305689661
CUS001150,Big Spenders,450000.0,1,1116,0.9996515584563027,Critical,441155.12308210635
CUS000778,About to Sleep,111750.0,2,750,0.9996511443632752,Critical,147285.398858479
CUS000171,Champions,2112249.4,16,280,0.9996498644682347,Critical,2224688.167378809
CUS001576,Champions,378300.0,11,412,0.9996479057188876,Critical,406044.0615492634
CUS000418,Loyal Customers,4282800.0,7,1694,0.9996478905630564,Critical,4229518.937430449
CUS001677,Big Spenders,455000.0,2,812,0.9996459993563864,Critical,418964.9070985266
CUS003087,Champions,1879999.99,4,336,0.9996450775440808,Critical,2039987.8358884251
CUS002835,Loyal Customers,555900.0,15,818,0.9996450544040133,Critical,608548.0030003795
CUS001535,Champions,667012.5,12,390,0.9996436729003718,Critical,604889.968741657
CUS001442,Big Spenders,4665000.0,1,2064,0.9996434080244132,Critical,4657433.949807406
CUS002124,Big Spenders,3289000.0,1,440,0.9996371081025648,Critical,3267793.5558781223
CUS003109,Big Spenders,1350000.0,1,1190,0.9996363872607668,Critical,1299304.0133282759
CUS000249,Big Spenders,3948000.0,1,1503,0.9996333271754345,Critical,3946951.3365498674
CUS000930,Champions,939160.0,6,358,0.9996298590208514,Critical,933198.0575226231
CUS000146,Champions,424043.0,9,318,0.9996287617419678,Critical,459898.1480354687
CUS002032,Champions,439950.0,10,570,0.9996287617419678,Critical,435077.9867167844
CUS001524,Loyal Customers,285250.0,8,797,0.9996287617419678,Critical,293816.2103258633
CUS001552,Champions,1484725.0,7,337,0.9996286816925724,Critical,1477198.6484944574
CUS002572,Champions,7696505.92,24,412,0.9996280357532094,Critical,7737865.3504001405
CUS001586,Champions,391000.0,3,316,0.9996265379393846,Critical,378117.47859400377
CUS001072,About to Sleep,116000.0,2,709,0.9996253581520134,Critical,126329.78209692116
CUS002517,About to Sleep,101500.0,2,652,0.9996253457127178,Critical,114878.79112592527
CUS000745,About to Sleep,115109.87,2,561,0.9996253457127178,Critical,126253.17196176853
CUS001426,About to Sleep,198750.0,4,743,0.9996253454164846,Critical,176311.6582995878
CUS002847,At Risk,136250.0,3,1265,0.9996253454164846,Critical,131520.34440232313
CUS001618,Loyal Customers,218000.0,4,1256,0.9996253454164846,Critical,242330.88737655853
CUS002134,About to Sleep,126500.0,4,846,0.9996253454164846,Critical,128417.26405707833
CUS001882,At Risk,193450.0,5,1127,0.9996253454164846,Critical,169349.00490814896
CUS001428,At Risk,120750.0,5,1155,0.9996253454164846,Critical,127000.9135889517
CUS001095,At Risk,124312.5,3,1313,0.9996253454164846,Critical,129961.46979318274
CUS000088,At Risk,160750.0,5,1120,0.9996253454164846,Critical,159882.20041296826
CUS000109,About to Sleep,106499.99,3,507,0.9996253443409888,Critical,109796.08445218689
CUS000390,About to Sleep,119000.0,3,505,0.9996253440568956,Critical,116468.72680611377
CUS000398,About to Sleep,212500.0,4,517,0.9996253440568956,Critical,186276.0966401589
CUS002638,At Risk,112300.0,2,1180,0.9996253440568956,Critical,121033.81580797635
CUS003014,Loyal Customers,243000.0,5,797,0.9996253440568956,Critical,265505.40482445696
CUS002169,At Risk,138500.0,4,1133,0.9996253440568956,Critical,139740.22898953725
CUS000938,At Risk,172500.0,3,1196,0.9996253440568956,Critical,161269.4550668512
CUS001543,About to Sleep,215600.0,4,300,0.9996253440568956,Critical,184115.93787898892
CUS000638,At Risk,112600.0,2,1225,0.9996253440568956,Critical,121033.81580797635
CUS001430,At Risk,113000.0,4,1174,0.9996253440568956,Critical,122158.88122348808
CUS002968,About to Sleep,115700.0,5,393,0.9996253440568956,Critical,127000.9135889517
CUS000083,About to Sleep,168050.0,4,895,0.9996253440568956,Critical,159186.2844117687
CUS001759,At Risk,103250.0,2,1154,0.9996253440568956,Critical,114878.79112592527
CUS000680,At Risk,104250.0,2,1120,0.9996253440568956,Critical,114878.79112592527
CUS000493,About to Sleep,133750.0,4,201,0.9996253440568956,Critical,134803.65727482093
CUS002156,Promising,169000.0,1,441,0.9996237591935055,Critical,170747.29958406155
CUS000835,About to Sleep,169000.0,1,671,0.9996237591935055,Critical,159523.13075668042
CUS002571,Champions,5677000.99,40,456,0.9996226838496881,Critical,5734233.306467724
CUS002938,Champions,27937000.0,3,225,0.999622670024058,Critical,27908969.249017216
CUS001490,Loyal Customers,479000.0,8,637,0.9996214637110271,Critical,450785.1384361215
CUS001201,Champions,1637800.0,31,400,0.9996188567882266,Critical,1634669.3055094387
CUS001801,Big Spenders,2070000.0,1,566,0.9996160463766433,Critical,2240961.028906571
CUS002611,Big Spenders,2953750.0,2,799,0.9996133855633612,Critical,2976744.5839895094
CUS002290,Hibernating,185100.0,1,1671,0.9996127473481239,Critical,174424.2499548674
CUS000508,Champions,6797379.0,15,269,0.9996126893836235,Critical,6815952.913005707
CUS000658,Loyal Customers,260000.0,9,599,0.9996125085763129,Critical,272017.6969809215
CUS000809,Big Spenders,1250000.0,1,827,0.999610888957621,Critical,1265444.1473408812
CUS000274,Big Spenders,1145000.0,1,880,0.999610888957621,Critical,1166925.540510213
CUS001161,Big Spenders,1035000.0,1,1092,0.999610888957621,Critical,1056975.1223325843
CUS003000,Loyal Customers,1495530.0,8,922,0.9996100659983291,Critical,1462258.8364231584
CUS002839,Big Spenders,10819999.0,1,665,0.9996080653230337,Critical,10832495.244473297
CUS001276,Big Spenders,4768000.0,1,341,0.9996080653230337,Critical,5257351.526535936
CUS000001,Big Spenders,8700000.0,1,397,0.9996080653230337,Critical,12108118.738922618
CUS000892,Big Spenders,5039599.98,1,841,0.9996080653230337,Critical,5053521.031054241
CUS001531,Big Spenders,6055000.0,1,536,0.9996080653230337,Critical,6025800.339979978
CUS000280,Big Spenders,4051750.0,2,188,0.9996080653230337,Critical,4025110.8610058473
CUS000998,Big Spenders,4003500.0,2,985,0.9996080653230337,Critical,3990891.6306156237
CUS000644,Big Spenders,14872800.0,2,1112,0.999608062831932,Critical,14938696.427085545
CUS000942,Champions,1428000.0,4,484,0.9996079789420762,Critical,1335541.5682054076
CUS002070,At Risk,104700.0,6,1116,0.9996076117654938,Critical,107047.93705850934
CUS002971,About to Sleep,165250.0,6,754,0.9996076103415763,Critical,156222.3569037305
CUS000957,Loyal Customers,236000.0,6,1112,0.9996076103415763,Critical,246282.4318901788
CUS001336,Champions,1368774.91,9,195,0.9996054976108544,Critical,1307510.9351924702
CUS000264,Loyal Customers,224000.0,7,820,0.9996044350586212,Critical,254848.08646454077
CUS001320,About to Sleep,156750.0,7,661,0.9996044350586212,Critical,159419.47299737274
CUS000729,Champions,248499.99,7,503,0.9996044350586212,Critical,274598.5615571087
CUS001866,Loyal Customers,351150.0,7,1187,0.9996044350586212,Critical,332950.91839355696
CUS000664,Loyal Customers,225000.0,7,1112,0.9996044350586212,Critical,254848.08646454077
CUS000684,Loyal Customers,228500.0,7,893,0.9996044350586212,Critical,260770.2059528598
CUS000251,At Risk,114750.0,7,1358,0.9996044350586212,Critical,133429.16051601886
CUS002756,Loyal Customers,358500.0,9,817,0.9996044350586212,Critical,395490.3070027406
CUS002860,At Risk,130170.0,7,1584,0.9996044350586212,Critical,142651.8811768074
CUS000158,Loyal Customers,304025.0,7,880,0.9996044350586212,Critical,300760.4809020648
CUS000036,Champions,340000.0,9,229,0.9996044350586212,Critical,331437.34754545864
CUS001793,Champions,448249.89,8,222,0.9996044350586212,Critical,493699.66298255534
CUS000101,Loyal Customers,368250.0,8,737,0.9996044350586212,Critical,404985.8241580428
CUS002889,At Risk,173000.0,7,1116,0.9996044350586212,Critical,171691.6077518923
CUS001435,At Risk,139250.0,7,1428,0.9996044350586212,Critical,149754.25859537604
CUS002409,About to Sleep,161500.0,7,635,0.9996044350586212,Critical,163200.43710712303
CUS002468,Loyal Customers,260250.0,7,1153,0.9996044350586212,Critical,268517.60086476995
CUS001030,Loyal Customers,284400.0,7,694,0.9996044350586212,Critical,306077.0974177408
CUS000967,Loyal Customers,405500.0,8,1011,0.9996044350586212,Critical,405181.2985507642
CUS000926,Loyal Customers,365510.0,9,986,0.9996044350586212,Critical,389913.8573425572
CUS002386,At Risk,164500.0,7,1648,0.999604331267864,Critical,162398.9343308779
CUS002527,Loyal Customers,530150.0,10,1599,0.999604331267864,Critical,534513.1358214506
CUS002406,Loyal Customers,387200.0,10,929,0.999604331267864,Critical,407218.5419668861
CUS000424,Loyal Customers,274500.0,7,1616,0.999604331267864,Critical,275239.4633310184
CUS001278,About to Sleep,142000.0,7,841,0.999604331267864,Critical,153125.4888164503
CUS002397,Loyal Customers,294250.0,7,1700,0.999604331267864,Critical,297781.8842677066
CUS000627,Loyal Customers,342000.0,7,1201,0.999604331267864,Critical,329197.3286348792
CUS001705,Loyal Customers,385000.0,8,1682,0.999604331267864,Critical,364477.58282602805
CUS002704,Loyal Customers,314611.98,9,628,0.999604331267864,Critical,307104.5523517436
CUS000534,Champions,375800.0,8,215,0.999604331267864,Critical,355420.9981214928
CUS000069,Loyal Customers,239749.8,7,1063,0.999604331267864,Critical,294879.09996311454
CUS002236,About to Sleep,186982.0,10,293,0.999604331267864,Critical,195336.62786015286
CUS001438,Loyal Customers,369500.0,9,880,0.999604331267864,Critical,365864.15588386264
CUS002222,Loyal Customers,417330.0,8,1744,0.999604331267864,Critical,423825.8724232562
CUS001582,About to Sleep,137699.5,7,427,0.999604331267864,Critical,155816.81806803003
CUS001479,Champions,339250.0,9,466,0.999604331267864,Critical,336538.71466563555
CUS002315,Champions,313300.0,10,196,0.999604331267864,Critical,311866.865222696
CUS002310,Loyal Customers,323000.0,8,1273,0.999604331267864,Critical,328632.60853742773
CUS001600,About to Sleep,203950.0,7,747,0.999604331267864,Critical,183750.0686896765
CUS000910,Loyal Customers,482925.0,9,1231,0.999604331267864,Critical,465879.50537630264
CUS002204,About to Sleep,203250.0,6,1042,0.9996038716774202,Critical,190839.9050171917
CUS000385,At Risk,156750.0,5,1121,0.9996036519128149,Critical,148147.5194326639
CUS002416,At Risk,198000.0,4,1122,0.9996035479166526,Critical,191868.56635639424
CUS001669,Loyal Customers,917400.0,17,999,0.9996032477416505,Critical,933252.5450983047
CUS000296,Loyal Customers,3028250.0,5,1750,0.99960242737981,Critical,3049644.2586700222
CUS000470,Loyal Customers,944747.68,4,587,0.9996021826600555,Critical,925653.4724885363
CUS002914,Hibernating,169000.0,1,1973,0.9996004071030541,Critical,171793.88140176277
CUS001604,Loyal Customers,572374.98,14,642,0.9996001368167771,Critical,559199.1908078041
CUS000797,Champions,2940116.5,27,327,0.9995997899657582,Critical,2959314.9647609997
CUS001470,Champions,3526698.5,54,190,0.9995983904367078,Critical,3973235.185577158
CUS001534,Champions,917000.0,8,330,0.9995972246787433,Critical,926682.6441509604
CUS000645,Big Spenders,871250.0,1,1154,0.9995970232718681,Critical,927060.3446101372
CUS002871,Big Spenders,700000.0,1,1173,0.9995970232718681,Critical,210565.34595878248
CUS001364,Loyal Customers,278222.0,8,868,0.9995955890524696,Critical,343137.8487194932
CUS001235,Loyal Customers,262105.0,7,1454,0.9995955890524696,Critical,271942.40827944427
CUS000483,Loyal Customers,511250.0,9,702,0.9995955890524696,Critical,506249.50921327365
CUS001125,Champions,334749.96,7,434,0.9995955890524696,Critical,328680.6710078451
CUS000277,Champions,335100.0,10,420,0.9995955890524696,Critical,345984.8287756674
CUS001541,Loyal Customers,300000.0,9,853,0.9995955890524696,Critical,305772.17909123655
CUS002442,Loyal Customers,361425.0,8,1350,0.9995955890524696,Critical,355078.9714826271
CUS002513,Loyal Customers,392500.0,10,1627,0.9995955890524696,Critical,394703.1434876497
CUS001718,At Risk,136380.0,9,1189,0.9995955890524696,Critical,154163.11689908968
CUS001595,Loyal Customers,457852.0,11,1173,0.999593458705677,Critical,475169.20217261877
CUS003030,Champions,463375.0,11,488,0.999593458705677,Critical,474295.8686388489
CUS000320,Loyal Customers,374850.0,11,883,0.999593458705677,Critical,394344.2566622765
CUS001219,Big Spenders,5300000.0,1,1014,0.9995931338812083,Critical,5284734.383450676
CUS001493,Big Spenders,5280000.0,2,193,0.9995931338812083,Critical,5302592.680509145
CUS000370,Big Spenders,361200.0,2,785,0.9995919095645612,Critical,352427.5478212057
CUS002736,Champions,422322.97,7,393,0.9995902911203053,Critical,470472.8286695772
CUS001432,Champions,900050.0,7,351,0.9995902416278898,Critical,951123.4608594726
CUS002660,Big Spenders,4800000.0,1,1512,0.9995895904451301,Critical,4778399.629857726
CUS002487,Champions,2896425.0,9,372,0.9995893591899083,Critical,2944190.3133422295
CUS000154,Loyal Customers,258470.0,14,579,0.9995873239357056,Critical,373462.22062170727
CUS001693,Champions,1602750.0,7,221,0.9995872032838004,Critical,1628815.679893
CUS002732,Loyal Customers,1916233.23,4,629,0.9995871924016019,Critical,2005002.632144098
CUS002484,Big Spenders,319190.0,2,1998,0.9995863535577523,Critical,353648.62394848536
CUS000818,About to Sleep,106150.0,5,537,0.999584904103443,Critical,122561.4446659126
CUS000789,About to Sleep,118624.35,5,817,0.999584904103443,Critical,147043.74144402723
CUS000492,Loyal Customers,525852.49,11,589,0.9995844763632228,Critical,526653.6997099853
CUS001606,Loyal Customers,372500.0,11,694,0.9995844763632228,Critical,367090.0852091146
CUS000141,Loyal Customers,404675.0,14,1077,0.999584213371596,Critical,405960.6893516942
CUS000401,Champions,1455201.67,18,412,0.9995830518881077,Critical,1429169.6503004401
CUS002632,Champions,543149.95,12,491,0.9995792824334738,Critical,553846.7207108018
CUS001949,Loyal Customers,596160.0,12,1119,0.9995792824334738,Critical,597941.4117469372
CUS000192,Loyal Customers,505600.0,20,672,0.9995787780201463,Critical,520817.0500793381
CUS002712,Big Spenders,1871580.0,2,1714,0.9995770663742104,Critical,1794889.1718865433
CUS003081,Big Spenders,1710000.0,1,1376,0.9995770663742104,Critical,1794459.877603528
CUS002565,Big Spenders,1491000.0,2,1188,0.9995770663742104,Critical,1324432.8927617334
CUS001377,Big Spenders,1830000.0,1,1378,0.9995770663742104,Critical,1907363.7391369345
CUS003108,About to Sleep,124250.0,5,1062,0.99957705611878,Critical,145443.41200219287
CUS002254,Champions,1516999.99,9,530,0.9995765118585114,Critical,1598985.8018580568
CUS002637,Champions,646599.96,18,382,0.9995761435817403,Critical,515836.8603555508
CUS000890,Big Spenders,1263500.0,2,1484,0.9995743403617363,Critical,1280194.9866460306
CUS000003,Big Spenders,535500.0,3,334,0.9995739321501063,Critical,486215.8895212555
CUS001478,Champions,4141539.99,24,194,0.9995713795281078,Critical,4021852.1554132868
CUS002162,About to Sleep,215690.0,4,309,0.99957092413266,Critical,185940.98259957257
CUS003009,Champions,953130.0,7,257,0.9995699894471612,Critical,999554.3117757702
CUS002245,Champions,3516649.99,5,235,0.9995697297738287,Critical,3484036.768151694
CUS001119,Champions,1434399.99,18,215,0.9995695688317637,Critical,1392276.327998866
CUS000159,Loyal Customers,1042900.0,5,1146,0.9995690620866808,Critical,1006425.5190057339
CUS001464,Champions,276250.0,4,281,0.9995683690300153,Critical,297404.1106051721
CUS001308,Loyal Customers,1070850.0,17,1284,0.9995669412803333,Critical,1047211.0855157251
CUS000607,Champions,585250.0,8,397,0.9995667308320411,Critical,564936.3048937545
CUS001315,Champions,511300.0,12,288,0.9995643251592048,Critical,503482.0367354293
CUS002989,Big Spenders,333750.0,2,1628,0.9995623762462595,Critical,375846.8439984199
CUS003069,Loyal Customers,458225.0,16,1390,0.9995592886272718,Critical,468023.3851725393
CUS001863,Loyal Customers,6039990.0,16,750,0.9995590793016189,Critical,6050969.111214565
CUS001424,About to Sleep,203500.0,5,355,0.9995577047667618,Critical,180858.2142703366
CUS000239,About to Sleep,137599.99,4,428,0.9995577047667618,Critical,141811.30231966797
CUS000304,About to Sleep,101500.0,4,734,0.9995577047667618,Critical,114750.73474147388
CUS000882,About to Sleep,115499.97,4,736,0.9995577047667618,Critical,122158.88122348808
CUS002457,Champions,266225.0,5,300,0.9995577047667618,Critical,295891.5694685799
CUS002216,About to Sleep,159750.0,4,733,0.9995577047667618,Critical,147842.81735046458
CUS000291,Champions,282499.95,5,358,0.9995577047667618,Critical,297208.261479686
CUS000068,At Risk,194750.0,2,1145,0.9995573846750297,Critical,179797.03723679984
CUS002533,Champions,582925.0,10,253,0.9995571570372096,Critical,519034.1182038964
CUS001885,Loyal Customers,1450609.99,11,649,0.9995562999640054,Critical,1432101.418207871
CUS001467,Champions,1451324.0,28,424,0.9995556240798592,Critical,1407471.770429534
CUS001136,Promising,180098.0,1,459,0.9995543533008299,Critical,176892.06584977015
CUS000386,Lost,180000.0,1,1163,0.9995543504684916,Critical,175278.3757406822
CUS002167,Hibernating,180000.0,1,1254,0.9995543504684916,Critical,177170.74075497515
CUS003114,At Risk,180000.0,1,1259,0.9995543504684916,Critical,173815.7967458597
CUS002647,Loyal Customers,804000.0,4,1231,0.9995537094330252,Critical,911475.8324992908
CUS002702,Champions,932310.0,10,405,0.9995525340578052,Critical,908407.0199157571
CUS001940,About to Sleep,111899.99,3,682,0.999550768229868,Critical,118452.26043099504
CUS001815,About to Sleep,132699.98,3,490,0.999550768229868,Critical,130355.20145589153
CUS002364,About to Sleep,136215.0,3,627,0.999550768229868,Critical,129714.69132229534
CUS000486,About to Sleep,103500.0,3,705,0.999550768229868,Critical,115117.84467820832
CUS001109,About to Sleep,143000.0,3,960,0.999550768229868,Critical,142270.91667447562
CUS002858,About to Sleep,108250.0,3,673,0.999550768229868,Critical,116713.43950092075
CUS002552,About to Sleep,108499.98,3,662,0.999550768229868,Critical,118772.84191750742
CUS001508,Champions,1195594.0,3,350,0.9995507384411274,Critical,1251682.4650518273
CUS001558,Champions,1375900.0,12,302,0.9995499367620778,Critical,1363350.490557462
